"35","Aop","Bart","19","3 Indigo St","INGLEWOOD","2001","20150723_214054.jpg","1/12/2002","24/06/2010","2","82912045","hty@out.com","420111035","Kevin Indigo","5/02/2010",""
"36","Ahmed","Alameddine","19","11 Bert Crest","LONDON","2001","20181007_230450.jpg","1/01/1972","25/06/2010","1","82912046","aa@niet.com","420111036","Ian Denegene","6/02/2010",""
"37","Yeo","Man","20","10 As St","ESPERANCE","2001","20180720_213552.jpg","1/02/1972","26/06/2010","1","82912047","aj@k.co","420111037","Omar Stevenson","7/02/2010",""
"38","Leo","Las","21","200 Call Ave","HARBERFIELD","2001","20171014_201326.jpg","1/03/1972","27/06/2010","2","82912048","inti@kaf.com","420111038","AI Burrows","8/02/2010",""
"39","Aop","Bart","19","3 Indigo St","BRADFIELD","2001","20150723_214054.jpg","1/04/1972","28/06/2010","2","82912049","jahdn@right.net.au","420111039","Mohammed Hafiz","9/02/2010",""
"40","Ahmed","Alameddine","19","11 Bert Crest","NEWCASTLE","2001","20181007_230450.jpg","1/05/1972","29/06/2010","1","82912050","hijr@rel.org","420111040","Omaha Andrews-Pins","10/02/2010",""
"41","Yeo","Man","20","10 As St","HUNTER","2001","20180720_213552.jpg","1/06/1972","30/06/2010","1","82912051","jump@bing.net","420111041","Jackson Bederfield","11/02/2010",""
"42","Leo","Las","21","200 Call Ave","MCDONALDTOWN","2001","20171014_201326.jpg","1/07/1972","1/07/2010","2","82912052","hty@out.com","420111042","Betty Holmes","12/02/2010",""
"43","Aop","Bart","19","3 Indigo St","BATHURST","2001","20150723_214054.jpg","1/08/1972","2/07/2010","1","82912053","aa@niet.com","420111043","Ursala Jones","13/02/2010",""
"44","Ahmed","Alameddine","19","11 Bert Crest","NEW ENGLAND","2001","20181007_230450.jpg","1/09/1972","3/07/2010","2","82912054","aj@k.co","420111044","Bob Ropes","14/02/2010",""
"45","Yeo","Man","20","10 As St","EASTWOOD","2001","20180720_213552.jpg","1/10/1972","4/07/2010","2","82912055","inti@kaf.com","420111045","Wendy Bones","15/02/2010",""
"46","Leo","Las","21","200 Call Ave","ARMADALE","2001","20171014_201326.jpg","1/11/1972","5/07/2010","4","82912056","jahdn@right.net.au","420111046","Henry Lones","16/02/2010",""
"47","Aop","Bart","19","3 Indigo St","INGLEWOOD","2001","20150723_214054.jpg","1/12/1972","6/07/2010","4","82912057","hijr@rel.org","420111047","Peter Pietre","17/02/2010",""
"48","Ahmed","Alameddine","19","11 Bert Crest","BALMAIN","2001","20181007_230450.jpg","1/01/1973","7/07/2010","2","82912058","jump@bing.net","420111048","Luke Fake","18/02/2010",""
"49","Yeo","Man","20","10 As St","BALMAIN","2001","20180720_213552.jpg","1/02/1973","8/07/2010","1","82912059","orangestreet.punk@sport.east","420111049","Kevin Indigo","19/02/2010",""
"50","Leo","Las","21","200 Call Ave","BALMAIN","2001","20171014_201326.jpg","1/03/1973","9/07/2010","1","82912060","orangestreet.punk@sport.east","420111050","Ian Denegene","20/02/2010",""
"51","Aop","Bart","19","3 Indigo St","BALMAIN","2001","20150723_214054.jpg","1/04/1973","10/07/2010","2","82912061","orangestreet.punk@sport.east","420111051","Omar Stevenson","21/02/2010",""
